,Timestamp,Open,High,Low,Close,VWAP
0,2022-11-26 09:30:00-05:00,1006.295,1017.197,1006.295,1011.687,1011.316
1,2022-11-27 09:30:00-05:00,1009.97,1032.925,1000.504,1026.176,1019.38
2,2022-11-28 09:30:00-05:00,1029.967,1060.021,1012.957,1051.879,1036.368
3,2022-11-29 09:30:00-05:00,1049.11,1111.766,1049.11,1101.256,1084.739
4,2022-11-30 09:30:00-05:00,1103.241,1133.315,1099.33,1107.768,1117.343
5,2022-12-01 09:30:00-05:00,1101.086,1111.866,1087.461,1087.87,1103.933
6,2022-12-02 09:30:00-05:00,1085.133,1086.9,1065.075,1081.458,1076.401
7,2022-12-03 09:30:00-05:00,1081.841,1106.717,1078.078,1081.835,1087.803
8,2022-12-04 09:30:00-05:00,1089.219,1125.614,1088.546,1122.307,1111.212
9,2022-12-05 09:30:00-05:00,1120.429,1149.546,1120.429,1147.485,1142.308
10,2022-12-06 09:30:00-05:00,1150.649,1156.09,1116.734,1130.176,1138.368
11,2022-12-07 09:30:00-05:00,1131.761,1141.972,1125.045,1141.036,1130.59
12,2022-12-08 09:30:00-05:00,1144.679,1181.947,1144.679,1174.606,1171.517
13,2022-12-09 09:30:00-05:00,1171.837,1185.745,1167.38,1185.018,1178.177
14,2022-12-10 09:30:00-05:00,1186.25,1192.434,1179.103,1179.103,1184.103
15,2022-12-11 09:30:00-05:00,1177.333,1195.038,1166.297,1174.741,1181.942
16,2022-12-12 09:30:00-05:00,1173.371,1193.557,1139.989,1193.557,1163.11
17,2022-12-13 09:30:00-05:00,1188.324,1188.324,1142.84,1145.491,1157.28
18,2022-12-14 09:30:00-05:00,1153.882,1168.046,1132.41,1166.683,1150.815
19,2022-12-15 09:30:00-05:00,1173.151,1179.474,1137.159,1164.39,1170.847
20,2022-12-16 09:30:00-05:00,1165.271,1217.687,1165.271,1199.212,1195.568
21,2022-12-17 09:30:00-05:00,1202.411,1205.278,1175.719,1180.761,1191.878
22,2022-12-18 09:30:00-05:00,1183.303,1186.334,1166.057,1169.98,1175.45
23,2022-12-19 09:30:00-05:00,1166.618,1194.53,1165.939,1190.457,1182.981
24,2022-12-20 09:30:00-05:00,1198.881,1200.556,1176.212,1178.393,1189.135
25,2022-12-21 09:30:00-05:00,1174.167,1178.568,1161.712,1161.798,1168.103
26,2022-12-22 09:30:00-05:00,1178.754,1185.013,1151.071,1152.322,1161.579
27,2022-12-23 09:30:00-05:00,1151.147,1151.147,1145.136,1147.646,1147.963
28,2022-12-24 09:30:00-05:00,1148.004,1148.91,1140.343,1145.256,1144.794
29,2022-12-25 09:30:00-05:00,1148.972,1148.972,1123.112,1124.71,1130.649
30,2022-12-26 09:30:00-05:00,1125.098,1128.083,1120.703,1125.6,1124.081
31,2022-12-27 09:30:00-05:00,1132.568,1150.38,1127.331,1147.489,1139.213
32,2022-12-28 09:30:00-05:00,1137.836,1137.836,1114.724,1119.0,1120.11
33,2022-12-29 09:30:00-05:00,1119.353,1121.501,1109.09,1118.093,1115.795
34,2022-12-30 09:30:00-05:00,1120.52,1120.52,1102.007,1110.857,1110.261
35,2022-12-31 09:30:00-05:00,1107.937,1108.711,1099.918,1102.09,1103.598
36,2023-01-01 09:30:00-05:00,1103.068,1112.724,1096.625,1110.248,1104.735
37,2023-01-02 09:30:00-05:00,1111.298,1114.029,1105.966,1107.266,1110.37
38,2023-01-03 09:30:00-05:00,1114.267,1147.142,1109.203,1144.7,1128.503
39,2023-01-04 09:30:00-05:00,1143.548,1154.659,1132.395,1134.439,1143.159
40,2023-01-05 09:30:00-05:00,1132.949,1134.103,1123.27,1123.27,1127.631
41,2023-01-06 09:30:00-05:00,1121.275,1143.614,1121.275,1135.717,1136.56
42,2023-01-07 09:30:00-05:00,1136.849,1136.849,1131.091,1132.451,1133.554
43,2023-01-08 09:30:00-05:00,1130.509,1143.527,1110.204,1143.059,1129.988
44,2023-01-09 09:30:00-05:00,1145.764,1160.102,1130.462,1135.341,1145.089
45,2023-01-10 09:30:00-05:00,1135.955,1144.561,1134.436,1135.777,1138.418
46,2023-01-11 09:30:00-05:00,1136.451,1176.318,1111.955,1156.558,1147.541
47,2023-01-12 09:30:00-05:00,1147.896,1147.896,1090.764,1093.333,1103.349
48,2023-01-13 09:30:00-05:00,1094.451,1213.635,1094.451,1176.152,1160.209
49,2023-01-14 09:30:00-05:00,1184.378,1184.378,1138.125,1139.891,1155.94
