,Timestamp,Open,High,Low,Close,VWAP
0,2022-11-26 09:30:00-05:00,1006.295,1017.197,1001.815,1005.914,1008.008
1,2022-11-27 09:30:00-05:00,1007.624,1050.118,1002.817,1043.256,1027.977
2,2022-11-28 09:30:00-05:00,1047.111,1055.536,1023.79,1036.706,1040.766
3,2022-11-29 09:30:00-05:00,1033.976,1095.729,1033.976,1085.37,1069.091
4,2022-11-30 09:30:00-05:00,1087.327,1116.967,1083.472,1091.788,1101.225
5,2022-12-01 09:30:00-05:00,1098.414,1107.773,1087.764,1095.519,1095.398
6,2022-12-02 09:30:00-05:00,1098.282,1111.764,1086.159,1089.658,1099.498
7,2022-12-03 09:30:00-05:00,1090.044,1115.109,1086.253,1105.652,1098.388
8,2022-12-04 09:30:00-05:00,1098.157,1113.971,1088.007,1097.756,1101.805
9,2022-12-05 09:30:00-05:00,1099.595,1099.595,1078.847,1090.023,1085.84
10,2022-12-06 09:30:00-05:00,1093.028,1117.045,1075.806,1107.278,1095.408
11,2022-12-07 09:30:00-05:00,1108.832,1115.451,1098.917,1099.818,1109.992
12,2022-12-08 09:30:00-05:00,1096.319,1128.482,1094.608,1112.468,1118.408
13,2022-12-09 09:30:00-05:00,1115.097,1119.354,1106.527,1106.527,1112.115
14,2022-12-10 09:30:00-05:00,1105.378,1105.378,1093.057,1096.545,1098.301
15,2022-12-11 09:30:00-05:00,1098.193,1112.287,1090.766,1106.699,1103.226
16,2022-12-12 09:30:00-05:00,1105.409,1138.327,1073.15,1138.327,1091.515
17,2022-12-13 09:30:00-05:00,1133.337,1133.337,1111.979,1131.616,1123.892
18,2022-12-14 09:30:00-05:00,1139.906,1142.508,1106.764,1138.388,1125.812
19,2022-12-15 09:30:00-05:00,1144.698,1203.445,1137.88,1195.912,1157.469
20,2022-12-16 09:30:00-05:00,1196.818,1250.652,1196.818,1231.677,1227.935
21,2022-12-17 09:30:00-05:00,1234.963,1237.907,1205.296,1205.911,1222.972
22,2022-12-18 09:30:00-05:00,1203.32,1204.55,1182.128,1185.946,1191.117
23,2022-12-19 09:30:00-05:00,1189.364,1189.364,1154.921,1172.949,1174.218
24,2022-12-20 09:30:00-05:00,1181.25,1182.9,1170.379,1178.738,1176.774
25,2022-12-21 09:30:00-05:00,1174.51,1181.781,1171.456,1173.683,1176.365
26,2022-12-22 09:30:00-05:00,1156.8,1162.943,1129.633,1130.861,1139.945
27,2022-12-23 09:30:00-05:00,1129.708,1135.638,1129.708,1133.154,1132.842
28,2022-12-24 09:30:00-05:00,1132.801,1137.774,1131.883,1132.358,1134.197
