,Timestamp,Open,High,Low,Close,Volume,VWAP
90,2022-11-28 06:30:00-05:00,1170.2,1170.86,1168.55,1169.78,2772.9123,1169.81
91,2022-11-28 07:00:00-05:00,1169.79,1173.9,1169.62,1172.96,3012.586,1171.84
92,2022-11-28 07:30:00-05:00,1172.95,1173.8,1167.66,1169.79,2881.5527,1170.81
93,2022-11-28 08:00:00-05:00,1169.79,1171.67,1166.89,1171.23,2975.3664,1169.52
94,2022-11-28 08:30:00-05:00,1171.2,1171.99,1168.8,1170.2,2897.4312,1170.6
95,2022-11-28 09:00:00-05:00,1170.2,1170.96,1168.5,1170.73,1902.6933,1169.6
96,2022-11-28 09:30:00-05:00,1170.72,1181.77,1162.91,1166.42,15044.1491,1173.34
97,2022-11-28 10:00:00-05:00,1166.41,1169.06,1155.11,1157.11,13222.8347,1161.16
98,2022-11-28 10:30:00-05:00,1157.11,1164.5,1156.0,1162.95,6152.5517,1160.28
99,2022-11-28 11:00:00-05:00,1163.0,1163.67,1150.55,1160.61,11914.0773,1156.95
100,2022-11-28 11:30:00-05:00,1160.61,1183.69,1160.52,1176.03,20182.4418,1173.34
101,2022-11-28 12:00:00-05:00,1176.03,1183.92,1172.8,1174.62,11437.085,1176.99
102,2022-11-28 12:30:00-05:00,1174.61,1176.66,1170.76,1171.6,3160.4183,1173.47
103,2022-11-28 13:00:00-05:00,1171.61,1174.24,1168.61,1171.9,3153.1876,1170.64
104,2022-11-28 13:30:00-05:00,1171.89,1172.43,1167.45,1167.84,1936.1683,1169.88
105,2022-11-28 14:00:00-05:00,1167.83,1169.28,1165.0,1168.01,2473.707,1167.28
106,2022-11-28 14:30:00-05:00,1168.01,1173.45,1167.5,1171.08,2023.7822,1171.03
107,2022-11-28 15:00:00-05:00,1171.3,1171.77,1169.57,1171.67,2065.4188,1170.86
108,2022-11-28 15:30:00-05:00,1171.66,1174.85,1170.89,1174.49,2205.2617,1173.12
109,2022-11-28 16:00:00-05:00,1174.32,1174.66,1168.54,1171.57,2374.1557,1171.43
110,2022-11-28 16:30:00-05:00,1171.58,1173.22,1169.64,1172.42,1942.763,1171.46
111,2022-11-28 17:00:00-05:00,1172.41,1172.73,1170.0,1170.92,1719.9859,1171.33
112,2022-11-28 17:30:00-05:00,1170.93,1172.99,1170.04,1170.37,1754.8396,1171.5
113,2022-11-28 18:00:00-05:00,1170.37,1171.46,1166.5,1171.17,2942.6004,1168.79
114,2022-11-28 18:30:00-05:00,1171.17,1171.17,1167.36,1167.41,1755.8892,1169.05
115,2022-11-28 19:00:00-05:00,1167.41,1169.5,1157.79,1163.34,12492.5797,1162.62
116,2022-11-28 19:30:00-05:00,1163.33,1168.26,1163.33,1166.72,2847.6512,1165.88
117,2022-11-28 20:00:00-05:00,1166.72,1168.35,1165.04,1166.45,2171.4108,1166.58
118,2022-11-28 20:30:00-05:00,1166.45,1182.0,1166.11,1176.5,11728.9038,1175.23
119,2022-11-28 21:00:00-05:00,1176.51,1188.94,1176.17,1183.37,10310.159,1181.91
120,2022-11-28 21:30:00-05:00,1183.37,1185.26,1181.46,1182.15,5377.5052,1182.59
121,2022-11-28 22:00:00-05:00,1182.15,1186.64,1181.09,1184.37,2883.704,1183.79
122,2022-11-28 22:30:00-05:00,1184.36,1185.23,1182.0,1184.22,2536.715,1183.64
123,2022-11-28 23:00:00-05:00,1184.23,1195.0,1183.7,1192.99,11831.1312,1189.32
124,2022-11-28 23:30:00-05:00,1193.0,1203.5,1192.48,1197.34,16278.4266,1197.83
125,2022-11-29 00:00:00-05:00,1197.38,1214.16,1197.38,1206.81,19353.6935,1207.45
126,2022-11-29 00:30:00-05:00,1206.81,1210.68,1206.0,1207.54,5183.3116,1208.16
127,2022-11-29 01:00:00-05:00,1207.67,1211.38,1203.74,1204.48,6997.0604,1207.05
128,2022-11-29 01:30:00-05:00,1204.34,1206.0,1202.59,1203.91,3968.823,1204.52
129,2022-11-29 02:00:00-05:00,1203.91,1213.08,1203.9,1207.39,7452.1269,1208.66
130,2022-11-29 02:30:00-05:00,1207.38,1207.39,1204.54,1206.38,3324.0006,1205.54
131,2022-11-29 03:00:00-05:00,1206.38,1210.26,1204.37,1210.18,4056.1843,1207.14
132,2022-11-29 03:30:00-05:00,1210.25,1222.17,1209.85,1214.54,22044.7637,1215.88
133,2022-11-29 04:00:00-05:00,1214.55,1216.1,1212.22,1213.51,6861.7813,1214.46
134,2022-11-29 04:30:00-05:00,1213.51,1218.85,1210.59,1217.17,7303.6963,1213.7
135,2022-11-29 05:00:00-05:00,1217.17,1219.32,1212.71,1214.02,5369.0495,1215.11
136,2022-11-29 05:30:00-05:00,1213.94,1216.96,1213.22,1214.08,2599.4798,1214.82
137,2022-11-29 06:00:00-05:00,1214.08,1221.31,1213.15,1217.39,5347.1454,1217.2
138,2022-11-29 06:30:00-05:00,1217.42,1222.0,1214.67,1216.89,8032.2111,1217.88
139,2022-11-29 07:00:00-05:00,1216.9,1218.36,1213.79,1215.96,6273.6487,1216.4
140,2022-11-29 07:30:00-05:00,1215.96,1216.99,1214.41,1215.71,3836.7091,1215.79
141,2022-11-29 08:00:00-05:00,1215.72,1215.72,1210.89,1211.33,4650.0763,1212.95
142,2022-11-29 08:30:00-05:00,1211.34,1212.28,1206.27,1209.31,6169.8401,1209.1
143,2022-11-29 09:00:00-05:00,1209.08,1211.29,1205.9,1208.04,5416.2444,1208.99
144,2022-11-29 09:30:00-05:00,1208.04,1215.38,1202.32,1204.86,10007.004,1209.08
145,2022-11-29 10:00:00-05:00,1204.91,1211.62,1202.3,1211.35,7086.5326,1206.89
146,2022-11-29 10:30:00-05:00,1211.35,1216.84,1207.27,1208.28,6584.3831,1212.6
147,2022-11-29 11:00:00-05:00,1208.29,1209.45,1202.48,1208.35,10706.9664,1206.66
148,2022-11-29 11:30:00-05:00,1208.34,1212.5,1207.57,1208.75,5095.5534,1210.23
149,2022-11-29 12:00:00-05:00,1208.76,1213.04,1205.55,1206.08,6983.2609,1209.15
150,2022-11-29 12:30:00-05:00,1206.07,1209.12,1204.9,1208.48,3636.4394,1207.27
151,2022-11-29 13:00:00-05:00,1208.47,1210.72,1207.05,1207.77,3172.2957,1208.36
152,2022-11-29 13:30:00-05:00,1207.72,1215.77,1206.52,1214.86,3883.6986,1212.09
153,2022-11-29 14:00:00-05:00,1214.86,1220.0,1214.1,1216.03,6362.9574,1216.63
154,2022-11-29 14:30:00-05:00,1216.04,1217.05,1214.11,1215.34,2295.4202,1215.26
155,2022-11-29 15:00:00-05:00,1215.19,1226.76,1215.19,1218.05,10246.9027,1222.06
156,2022-11-29 15:30:00-05:00,1218.05,1222.55,1217.28,1221.96,2222.143,1219.48
157,2022-11-29 16:00:00-05:00,1221.97,1224.63,1219.96,1220.37,7619.4579,1221.35
158,2022-11-29 16:30:00-05:00,1220.29,1220.55,1218.58,1219.01,1755.2719,1219.46
159,2022-11-29 17:00:00-05:00,1219.01,1223.51,1216.5,1218.73,2162.5055,1220.1
160,2022-11-29 17:30:00-05:00,1218.73,1222.74,1216.84,1222.73,2250.6933,1219.86
161,2022-11-29 18:00:00-05:00,1222.73,1226.47,1217.64,1218.25,4561.3775,1221.89
162,2022-11-29 18:30:00-05:00,1218.25,1218.61,1214.79,1216.13,3754.1677,1216.68
163,2022-11-29 19:00:00-05:00,1216.17,1219.63,1212.0,1217.85,5230.4959,1216.25
164,2022-11-29 19:30:00-05:00,1217.84,1282.0,1217.69,1274.54,59929.034,1261.24
165,2022-11-29 20:00:00-05:00,1274.51,1280.54,1261.17,1268.25,33410.468,1272.54
166,2022-11-29 20:30:00-05:00,1268.24,1275.19,1266.66,1272.39,6863.5191,1270.62
167,2022-11-29 21:00:00-05:00,1272.35,1282.0,1269.0,1276.82,10598.4463,1275.22
168,2022-11-29 21:30:00-05:00,1276.83,1278.8,1270.41,1270.62,5491.0904,1273.8
169,2022-11-29 22:00:00-05:00,1270.43,1272.87,1268.0,1268.14,3343.9145,1270.97
170,2022-11-29 22:30:00-05:00,1268.13,1272.13,1263.48,1264.34,6967.9223,1267.89
171,2022-11-29 23:00:00-05:00,1264.38,1268.47,1264.38,1268.16,3162.6186,1267.09
172,2022-11-29 23:30:00-05:00,1268.16,1270.12,1264.68,1269.47,4000.423,1266.74
173,2022-11-30 00:00:00-05:00,1269.52,1272.66,1267.5,1271.95,2961.9725,1269.85
174,2022-11-30 00:30:00-05:00,1271.95,1274.69,1269.4,1271.0,4235.9745,1271.98
175,2022-11-30 01:00:00-05:00,1271.0,1271.65,1267.4,1269.48,3603.5667,1269.17
176,2022-11-30 01:30:00-05:00,1269.48,1269.94,1266.79,1269.13,2850.967,1268.37
177,2022-11-30 02:00:00-05:00,1269.12,1271.0,1268.02,1270.44,2744.1269,1269.87
178,2022-11-30 02:30:00-05:00,1270.44,1274.13,1269.81,1272.38,3986.3931,1272.11
179,2022-11-30 03:00:00-05:00,1272.38,1277.03,1269.13,1270.18,7960.7018,1272.44
180,2022-11-30 03:30:00-05:00,1270.17,1270.58,1265.71,1268.18,4131.7265,1268.37
181,2022-11-30 04:00:00-05:00,1268.18,1269.16,1261.2,1263.77,4301.0085,1265.15
182,2022-11-30 04:30:00-05:00,1263.77,1267.08,1263.77,1266.38,2639.7164,1265.42
183,2022-11-30 05:00:00-05:00,1266.42,1267.84,1265.28,1266.83,2162.5764,1266.77
184,2022-11-30 05:30:00-05:00,1266.83,1267.25,1264.71,1264.74,1282.7863,1266.35
185,2022-11-30 06:00:00-05:00,1264.74,1268.23,1264.5,1267.4,1367.1579,1266.83
186,2022-11-30 06:30:00-05:00,1267.42,1268.17,1265.3,1266.63,1868.8289,1266.76
187,2022-11-30 07:00:00-05:00,1266.63,1268.61,1265.02,1266.66,2019.8551,1266.77
188,2022-11-30 07:30:00-05:00,1266.65,1267.87,1255.41,1258.67,6740.7581,1261.06
189,2022-11-30 08:00:00-05:00,1258.6,1273.0,1257.5,1270.43,9656.7039,1266.4
190,2022-11-30 08:30:00-05:00,1270.44,1271.29,1259.33,1262.48,8081.4538,1263.71
191,2022-11-30 09:00:00-05:00,1262.47,1265.83,1261.73,1264.75,4450.7963,1264.52
192,2022-11-30 09:30:00-05:00,1264.75,1269.0,1262.64,1267.03,6550.3209,1266.24
193,2022-11-30 10:00:00-05:00,1267.13,1267.63,1262.64,1263.73,3814.8789,1265.03
194,2022-11-30 10:30:00-05:00,1263.8,1267.71,1263.11,1267.37,2703.4954,1265.38
195,2022-11-30 11:00:00-05:00,1267.36,1274.44,1264.55,1271.72,7051.0445,1270.17
196,2022-11-30 11:30:00-05:00,1271.73,1279.0,1269.57,1273.25,7975.1291,1273.42
197,2022-11-30 12:00:00-05:00,1273.26,1274.24,1261.23,1264.39,9765.4055,1266.18
198,2022-11-30 12:30:00-05:00,1264.37,1266.96,1261.48,1265.94,5024.6076,1264.16
199,2022-11-30 13:00:00-05:00,1265.95,1268.25,1261.53,1262.54,3679.4986,1265.3
200,2022-11-30 13:30:00-05:00,1262.52,1286.0,1258.93,1278.39,36908.0308,1275.13
201,2022-11-30 14:00:00-05:00,1278.26,1299.95,1278.06,1295.96,25176.8799,1291.99
202,2022-11-30 14:30:00-05:00,1295.97,1296.37,1284.53,1287.0,10901.2433,1288.78
203,2022-11-30 15:00:00-05:00,1287.0,1294.18,1285.0,1292.34,8039.2015,1289.12
204,2022-11-30 15:30:00-05:00,1292.37,1295.87,1291.01,1295.44,7015.9754,1292.35
205,2022-11-30 16:00:00-05:00,1295.47,1296.25,1287.39,1288.7,7177.2696,1290.89
206,2022-11-30 16:30:00-05:00,1288.69,1299.0,1288.51,1296.85,4633.7038,1294.57
207,2022-11-30 17:00:00-05:00,1296.89,1298.37,1293.26,1295.82,2569.9698,1295.21
208,2022-11-30 17:30:00-05:00,1295.82,1309.29,1292.27,1299.08,9046.7277,1299.01
209,2022-11-30 18:00:00-05:00,1299.04,1306.86,1293.62,1301.57,9874.0297,1301.12
210,2022-11-30 18:30:00-05:00,1301.57,1302.67,1293.34,1294.57,10208.2426,1297.8
211,2022-11-30 19:00:00-05:00,1294.76,1296.08,1288.87,1291.92,7791.2746,1293.03
212,2022-11-30 19:30:00-05:00,1291.91,1292.9,1286.47,1290.36,5118.6121,1289.5
213,2022-11-30 20:00:00-05:00,1290.21,1290.76,1282.69,1285.71,5254.1408,1287.57
214,2022-11-30 20:30:00-05:00,1285.82,1287.54,1284.92,1285.92,2305.5957,1286.32
215,2022-11-30 21:00:00-05:00,1285.92,1289.36,1285.13,1285.89,4244.0911,1287.18
216,2022-11-30 21:30:00-05:00,1285.92,1287.87,1281.1,1286.76,4882.8833,1284.34
217,2022-11-30 22:00:00-05:00,1286.77,1291.23,1286.61,1288.59,5370.282,1289.17
218,2022-11-30 22:30:00-05:00,1288.64,1288.93,1286.78,1287.89,1479.2416,1287.97
219,2022-11-30 23:00:00-05:00,1287.99,1289.41,1284.84,1287.73,3949.0039,1287.41
220,2022-11-30 23:30:00-05:00,1287.73,1287.94,1282.34,1283.74,2650.6943,1285.12
221,2022-12-01 00:00:00-05:00,1283.78,1286.9,1283.51,1284.77,1658.81,1285.31
222,2022-12-01 00:30:00-05:00,1284.68,1285.28,1275.99,1282.41,5895.7161,1280.47
223,2022-12-01 01:00:00-05:00,1282.4,1284.0,1282.04,1283.6,3182.7989,1283.3
224,2022-12-01 01:30:00-05:00,1283.58,1285.95,1282.5,1284.41,2777.1196,1284.2
225,2022-12-01 02:00:00-05:00,1284.41,1284.73,1280.61,1281.36,3267.0108,1282.36
226,2022-12-01 02:30:00-05:00,1281.36,1282.92,1278.2,1278.58,3274.5764,1280.78
227,2022-12-01 03:00:00-05:00,1278.72,1281.44,1277.39,1279.5,3836.8928,1279.87
228,2022-12-01 03:30:00-05:00,1279.5,1285.9,1279.42,1283.94,3425.7107,1283.05
229,2022-12-01 04:00:00-05:00,1283.94,1283.99,1278.11,1279.75,3126.0564,1281.19
230,2022-12-01 04:30:00-05:00,1279.75,1283.9,1277.97,1283.56,2770.8829,1280.87
231,2022-12-01 05:00:00-05:00,1283.56,1285.0,1281.5,1281.51,3320.8962,1283.22
232,2022-12-01 05:30:00-05:00,1281.51,1284.0,1279.71,1280.24,2163.2317,1281.95
233,2022-12-01 06:00:00-05:00,1280.24,1281.54,1277.5,1279.5,7435.2005,1279.66
234,2022-12-01 06:30:00-05:00,1279.49,1283.0,1279.34,1282.88,1899.0393,1281.37
235,2022-12-01 07:00:00-05:00,1282.89,1288.78,1282.83,1286.12,6597.4779,1285.63
236,2022-12-01 07:30:00-05:00,1286.14,1291.0,1285.95,1288.6,4731.7195,1288.28
237,2022-12-01 08:00:00-05:00,1288.59,1291.54,1285.68,1286.68,4449.7338,1288.06
238,2022-12-01 08:30:00-05:00,1286.68,1300.0,1269.4,1279.04,37180.0534,1283.5
239,2022-12-01 09:00:00-05:00,1279.11,1281.53,1270.92,1272.23,12400.733,1275.18
240,2022-12-01 09:30:00-05:00,1272.38,1283.28,1271.93,1279.95,7098.0904,1278.2
241,2022-12-01 10:00:00-05:00,1279.96,1284.66,1262.66,1267.54,23114.7912,1270.85
242,2022-12-01 10:30:00-05:00,1267.51,1272.1,1264.0,1271.51,6825.9403,1269.13
243,2022-12-01 11:00:00-05:00,1271.51,1273.11,1265.47,1269.28,4432.399,1270.12
244,2022-12-01 11:30:00-05:00,1269.24,1274.87,1269.05,1272.44,2717.7754,1272.43
245,2022-12-01 12:00:00-05:00,1272.45,1275.0,1268.57,1273.99,3684.5219,1271.37
246,2022-12-01 12:30:00-05:00,1273.99,1276.0,1272.65,1274.94,1943.101,1274.58
247,2022-12-01 13:00:00-05:00,1274.91,1278.74,1274.17,1274.52,3498.3534,1276.63
248,2022-12-01 13:30:00-05:00,1274.52,1278.0,1271.88,1274.9,2891.0826,1274.01
249,2022-12-01 14:00:00-05:00,1274.9,1276.75,1272.49,1276.07,1845.1324,1274.56
250,2022-12-01 14:30:00-05:00,1276.05,1277.82,1275.19,1276.09,2401.8584,1276.62
251,2022-12-01 15:00:00-05:00,1276.15,1276.32,1274.31,1274.37,1288.4053,1275.68
252,2022-12-01 15:30:00-05:00,1274.37,1275.55,1271.81,1272.16,2161.5016,1273.18
253,2022-12-01 16:00:00-05:00,1272.22,1274.99,1267.0,1274.2,3775.3002,1270.68
254,2022-12-01 16:30:00-05:00,1274.2,1277.62,1273.05,1276.31,2101.9884,1275.59
255,2022-12-01 17:00:00-05:00,1276.25,1282.84,1274.61,1278.36,3440.5776,1279.11
256,2022-12-01 17:30:00-05:00,1278.37,1280.97,1277.32,1277.53,2957.9401,1278.99
257,2022-12-01 18:00:00-05:00,1277.53,1279.37,1273.12,1274.5,3050.2236,1275.87
258,2022-12-01 18:30:00-05:00,1274.52,1276.41,1273.8,1276.41,1655.3883,1275.45
259,2022-12-01 19:00:00-05:00,1276.42,1276.78,1274.01,1274.1,2097.8528,1275.28
260,2022-12-01 19:30:00-05:00,1274.09,1283.71,1274.0,1282.65,4697.2882,1279.62
261,2022-12-01 20:00:00-05:00,1282.65,1284.9,1279.4,1281.35,4143.2089,1281.86
262,2022-12-01 20:30:00-05:00,1281.35,1281.52,1266.76,1272.71,8592.8725,1273.23
263,2022-12-01 21:00:00-05:00,1272.71,1274.73,1265.54,1271.64,6041.1962,1270.21
264,2022-12-01 21:30:00-05:00,1271.63,1273.64,1268.7,1271.89,2836.5134,1271.07
265,2022-12-01 22:00:00-05:00,1271.9,1274.4,1271.12,1272.82,1667.0976,1273.17
266,2022-12-01 22:30:00-05:00,1272.82,1275.0,1271.0,1271.86,1421.3684,1272.53
267,2022-12-01 23:00:00-05:00,1271.85,1273.68,1268.18,1273.2,2464.9908,1270.53
268,2022-12-01 23:30:00-05:00,1273.19,1274.3,1271.92,1272.61,1642.5652,1273.05
269,2022-12-02 00:00:00-05:00,1272.61,1275.45,1272.21,1273.82,1374.1039,1274.01
270,2022-12-02 00:30:00-05:00,1273.82,1274.12,1271.49,1273.24,1706.7633,1272.74
271,2022-12-02 01:00:00-05:00,1273.31,1276.41,1272.85,1275.57,1580.1228,1274.1
272,2022-12-02 01:30:00-05:00,1275.57,1277.1,1271.09,1271.54,1614.3274,1274.32
273,2022-12-02 02:00:00-05:00,1271.54,1274.31,1271.0,1272.16,2663.0811,1272.56
274,2022-12-02 02:30:00-05:00,1272.16,1278.0,1271.92,1275.73,3781.7276,1275.34
275,2022-12-02 03:00:00-05:00,1275.74,1280.0,1273.73,1275.48,2520.551,1277.03
276,2022-12-02 03:30:00-05:00,1275.48,1278.15,1275.2,1277.22,2112.5225,1276.61
277,2022-12-02 04:00:00-05:00,1277.22,1278.05,1276.1,1277.26,2140.9945,1277.47
278,2022-12-02 04:30:00-05:00,1277.26,1281.65,1277.12,1278.16,2559.5893,1279.08
