,Timestamp,Open,High,Low,Close,Volume,VWAP
0,2022-11-26 09:30:00-05:00,1221.37,1233.77,1208.77,1213.73,25338.1057,1220.19
1,2022-11-26 10:00:00-05:00,1213.57,1215.94,1205.49,1209.89,9625.0958,1210.71
2,2022-11-26 10:30:00-05:00,1209.88,1211.39,1207.3,1210.16,3916.911,1209.41
3,2022-11-26 11:00:00-05:00,1210.16,1213.24,1208.02,1212.86,2618.1369,1211.35
4,2022-11-26 11:30:00-05:00,1212.86,1212.86,1208.16,1208.94,3917.8371,1210.26
5,2022-11-26 12:00:00-05:00,1208.94,1213.27,1207.12,1212.78,4058.5094,1209.94
6,2022-11-26 12:30:00-05:00,1212.78,1214.48,1212.02,1212.23,2106.3143,1213.18
7,2022-11-26 13:00:00-05:00,1212.23,1213.26,1210.78,1211.38,1362.7443,1212.13
8,2022-11-26 13:30:00-05:00,1211.38,1211.39,1205.8,1207.64,3860.5441,1208.84
9,2022-11-26 14:00:00-05:00,1207.64,1207.9,1201.01,1207.3,5884.7057,1204.71
10,2022-11-26 14:30:00-05:00,1207.29,1207.88,1206.15,1206.66,1368.6813,1206.91
11,2022-11-26 15:00:00-05:00,1206.66,1208.39,1206.56,1207.46,1710.4763,1207.77
12,2022-11-26 15:30:00-05:00,1207.45,1208.28,1206.61,1207.45,1562.9527,1207.4
13,2022-11-26 16:00:00-05:00,1207.45,1211.99,1207.45,1210.05,2186.5734,1209.99
14,2022-11-26 16:30:00-05:00,1209.99,1210.78,1209.1,1209.36,1030.0832,1209.92
15,2022-11-26 17:00:00-05:00,1209.36,1209.74,1205.26,1205.91,1546.1966,1207.81
16,2022-11-26 17:30:00-05:00,1205.92,1206.79,1195.72,1200.72,5270.3816,1200.5
17,2022-11-26 18:00:00-05:00,1200.71,1207.0,1199.01,1204.87,4686.0682,1204.33
18,2022-11-26 18:30:00-05:00,1204.85,1206.65,1202.99,1205.02,2432.1357,1204.75
19,2022-11-26 19:00:00-05:00,1205.02,1207.4,1203.73,1206.99,1873.7454,1205.02
20,2022-11-26 19:30:00-05:00,1207.0,1208.45,1204.69,1205.45,1879.6167,1206.11
21,2022-11-26 20:00:00-05:00,1205.45,1210.53,1205.32,1209.59,2155.0779,1208.42
22,2022-11-26 20:30:00-05:00,1209.61,1213.32,1209.61,1210.72,2527.2269,1211.6
23,2022-11-26 21:00:00-05:00,1210.72,1215.67,1210.72,1213.11,2606.241,1213.37
24,2022-11-26 21:30:00-05:00,1213.11,1215.21,1211.99,1214.7,2116.8865,1213.75
25,2022-11-26 22:00:00-05:00,1214.7,1217.88,1213.33,1215.24,2610.0763,1215.45
26,2022-11-26 22:30:00-05:00,1215.25,1217.12,1215.02,1215.65,1552.2189,1216.05
27,2022-11-26 23:00:00-05:00,1215.65,1221.37,1214.64,1217.44,4249.9012,1217.63
28,2022-11-26 23:30:00-05:00,1217.45,1222.68,1215.14,1218.23,5456.9745,1219.15
29,2022-11-27 00:00:00-05:00,1218.23,1220.5,1217.0,1218.44,2321.9114,1218.6
30,2022-11-27 00:30:00-05:00,1218.44,1219.01,1214.87,1216.22,2175.2002,1216.92
31,2022-11-27 01:00:00-05:00,1216.23,1221.64,1215.69,1219.16,2470.571,1218.74
32,2022-11-27 01:30:00-05:00,1219.16,1220.0,1215.91,1215.91,1246.2047,1218.65
33,2022-11-27 02:00:00-05:00,1215.9,1218.54,1215.9,1217.99,1533.7223,1217.37
34,2022-11-27 02:30:00-05:00,1217.99,1218.38,1216.2,1216.37,1179.1469,1217.46
35,2022-11-27 03:00:00-05:00,1216.37,1219.85,1211.4,1212.84,4094.5143,1215.5
36,2022-11-27 03:30:00-05:00,1212.84,1213.92,1210.22,1211.15,2723.0097,1211.77
37,2022-11-27 04:00:00-05:00,1211.14,1211.79,1208.98,1210.13,3140.1315,1210.08
38,2022-11-27 04:30:00-05:00,1210.14,1213.29,1209.83,1209.84,1902.6491,1211.25
39,2022-11-27 05:00:00-05:00,1209.84,1213.15,1209.0,1212.26,1536.0478,1211.21
40,2022-11-27 05:30:00-05:00,1212.27,1220.44,1210.98,1212.0,8140.6579,1216.14
41,2022-11-27 06:00:00-05:00,1211.99,1215.92,1211.0,1214.97,2037.1079,1213.72
42,2022-11-27 06:30:00-05:00,1214.97,1215.0,1211.91,1214.63,2294.7346,1213.82
43,2022-11-27 07:00:00-05:00,1214.62,1215.5,1212.0,1214.4,2430.3156,1213.17
44,2022-11-27 07:30:00-05:00,1214.4,1217.82,1213.16,1213.67,2127.0937,1215.56
45,2022-11-27 08:00:00-05:00,1213.8,1214.37,1210.98,1213.06,1435.2054,1212.85
46,2022-11-27 08:30:00-05:00,1213.07,1213.13,1210.0,1211.95,2867.6629,1211.41
47,2022-11-27 09:00:00-05:00,1211.96,1215.42,1211.5,1214.19,1773.6202,1213.88
48,2022-11-27 09:30:00-05:00,1214.18,1214.68,1210.18,1212.13,1971.6315,1212.11
49,2022-11-27 10:00:00-05:00,1212.13,1214.0,1206.71,1212.48,2586.9727,1210.66
50,2022-11-27 10:30:00-05:00,1212.49,1218.9,1212.49,1217.29,3508.4826,1216.29
51,2022-11-27 11:00:00-05:00,1217.3,1220.21,1215.49,1217.94,2664.5933,1217.48
52,2022-11-27 11:30:00-05:00,1217.94,1218.87,1212.8,1213.2,2657.0632,1216.26
53,2022-11-27 12:00:00-05:00,1213.2,1215.49,1211.39,1213.15,3166.9279,1213.32
54,2022-11-27 12:30:00-05:00,1213.15,1215.15,1212.76,1214.81,2504.0941,1213.9
55,2022-11-27 13:00:00-05:00,1214.81,1217.59,1214.57,1217.59,2394.6072,1215.84
56,2022-11-27 13:30:00-05:00,1217.6,1217.66,1215.88,1216.77,1571.22,1216.86
57,2022-11-27 14:00:00-05:00,1216.88,1217.29,1214.19,1215.76,905.3517,1215.66
58,2022-11-27 14:30:00-05:00,1215.75,1216.49,1210.55,1212.51,2485.9207,1212.88
59,2022-11-27 15:00:00-05:00,1212.51,1214.04,1211.31,1213.78,1931.2963,1213.04
60,2022-11-27 15:30:00-05:00,1213.8,1214.16,1212.51,1213.0,1752.9877,1213.33
61,2022-11-27 16:00:00-05:00,1213.0,1216.01,1212.52,1216.0,2690.2947,1213.96
62,2022-11-27 16:30:00-05:00,1216.0,1217.9,1213.43,1214.92,2244.4853,1215.94
63,2022-11-27 17:00:00-05:00,1214.92,1216.8,1214.7,1214.71,1291.6509,1215.79
64,2022-11-27 17:30:00-05:00,1214.7,1216.98,1213.75,1215.59,1916.1795,1215.43
65,2022-11-27 18:00:00-05:00,1215.52,1215.52,1197.26,1200.77,13761.6782,1204.98
66,2022-11-27 18:30:00-05:00,1200.75,1200.75,1188.0,1193.46,13255.5759,1194.48
67,2022-11-27 19:00:00-05:00,1193.34,1198.43,1191.5,1197.62,6203.474,1195.61
68,2022-11-27 19:30:00-05:00,1197.62,1198.65,1194.04,1194.27,2784.5103,1196.37
69,2022-11-27 20:00:00-05:00,1194.26,1196.41,1175.02,1178.25,24695.7154,1183.46
70,2022-11-27 20:30:00-05:00,1178.25,1178.47,1159.91,1163.55,22501.4607,1167.41
71,2022-11-27 21:00:00-05:00,1163.54,1170.25,1157.25,1166.5,16629.4818,1163.59
72,2022-11-27 21:30:00-05:00,1166.49,1169.59,1160.61,1163.08,9088.0679,1164.18
73,2022-11-27 22:00:00-05:00,1163.35,1170.97,1162.56,1169.28,8028.7916,1167.99
74,2022-11-27 22:30:00-05:00,1169.28,1172.94,1167.7,1172.02,3425.545,1170.71
75,2022-11-27 23:00:00-05:00,1172.02,1178.11,1170.12,1176.91,4161.6005,1173.56
76,2022-11-27 23:30:00-05:00,1176.92,1177.26,1172.35,1173.73,3188.221,1174.13
77,2022-11-28 00:00:00-05:00,1173.72,1174.26,1167.94,1169.78,6120.8695,1169.7
78,2022-11-28 00:30:00-05:00,1169.77,1170.9,1165.91,1167.11,2715.1482,1168.38
79,2022-11-28 01:00:00-05:00,1167.12,1170.16,1166.87,1169.51,2798.2983,1168.59
80,2022-11-28 01:30:00-05:00,1169.52,1174.51,1169.03,1174.51,2319.4146,1172.39
81,2022-11-28 02:00:00-05:00,1174.51,1174.95,1171.19,1171.51,3061.1817,1172.99
82,2022-11-28 02:30:00-05:00,1171.52,1173.9,1170.35,1173.57,3312.2243,1171.79
83,2022-11-28 03:00:00-05:00,1173.56,1173.56,1170.51,1172.98,1974.3676,1171.65
84,2022-11-28 03:30:00-05:00,1172.99,1175.26,1172.85,1174.38,3198.5976,1174.25
85,2022-11-28 04:00:00-05:00,1174.38,1176.19,1168.36,1170.44,4140.2919,1172.67
86,2022-11-28 04:30:00-05:00,1170.37,1172.37,1169.0,1171.15,2291.7283,1170.48
87,2022-11-28 05:00:00-05:00,1171.16,1171.16,1166.0,1169.62,3209.3272,1168.38
88,2022-11-28 05:30:00-05:00,1169.63,1170.1,1163.48,1167.29,4218.0104,1166.94
89,2022-11-28 06:00:00-05:00,1167.28,1172.36,1167.0,1170.19,2929.0304,1170.24
